topic6, 10002, pub1, 0, 1541457645681, 1541457645717
topic5, 10002, pub1, 1, 1541457645697, 1541457645804
topic3, 10003, pub1, 2, 1541457645724, 1541457645834
topic6, 10002, pub1, 3, 1541457645725, 1541457645843
topic5, 10002, pub1, 4, 1541457645733, 1541457645861
topic1, 10001, pub1, 5, 1541457645736, 1541457645876
topic3, 10003, pub1, 6, 1541457645739, 1541457645899
topic5, 10002, pub1, 7, 1541457645754, 1541457645908
topic5, 10002, pub1, 9, 1541457645808, 1541457645930
topic6, 10002, pub1, 10, 1541457645812, 1541457645938
topic6, 10002, pub1, 11, 1541457645858, 1541457645949
topic5, 10002, pub1, 12, 1541457645912, 1541457645966
topic2, 10003, pub1, 13, 1541457645922, 1541457645975
topic5, 10002, pub1, 14, 1541457645936, 1541457645990
topic3, 10003, pub1, 15, 1541457645939, 1541457646013
topic4, 10001, pub1, 16, 1541457645982, 1541457646026
topic5, 10002, pub1, 17, 1541457646022, 1541457646079
topic5, 10002, pub1, 18, 1541457646034, 1541457646087
topic1, 10001, pub1, 19, 1541457646051, 1541457646093
topic4, 10001, pub1, 20, 1541457646052, 1541457646103
topic6, 10002, pub1, 21, 1541457646057, 1541457646122
topic1, 10001, pub1, 22, 1541457646073, 1541457646141
topic6, 10002, pub1, 23, 1541457646085, 1541457646159
topic4, 10001, pub1, 24, 1541457646106, 1541457646173
topic1, 10001, pub1, 25, 1541457646117, 1541457646192
topic2, 10003, pub1, 26, 1541457646124, 1541457646219
topic5, 10002, pub1, 27, 1541457646148, 1541457646254
topic6, 10002, pub1, 28, 1541457646154, 1541457646271
topic5, 10002, pub1, 29, 1541457646222, 1541457646301
topic4, 10001, pub1, 30, 1541457646224, 1541457646318
topic5, 10002, pub1, 32, 1541457646232, 1541457646363
topic2, 10003, pub1, 33, 1541457646242, 1541457646374
topic1, 10001, pub1, 34, 1541457646321, 1541457646409
topic5, 10002, pub1, 35, 1541457646322, 1541457646445
topic3, 10003, pub1, 36, 1541457646323, 1541457646466
topic6, 10002, pub1, 37, 1541457646332, 1541457646481
topic3, 10003, pub1, 38, 1541457646342, 1541457646507
topic4, 10001, pub1, 40, 1541457646358, 1541457646519
topic6, 10002, pub1, 39, 1541457646350, 1541457646562
topic1, 10001, pub1, 45, 1541457646408, 1541457646578
topic2, 10003, pub1, 41, 1541457646367, 1541457646629
topic1, 10001, pub1, 50, 1541457646475, 1541457646644
topic1, 10001, pub1, 51, 1541457646506, 1541457646654
topic6, 10002, pub1, 42, 1541457646367, 1541457646702
topic3, 10003, pub1, 43, 1541457646381, 1541457646764
topic3, 10003, pub1, 44, 1541457646400, 1541457646831
topic1, 10001, pub1, 55, 1541457646563, 1541457646844
topic5, 10002, pub1, 46, 1541457646448, 1541457646898
topic6, 10002, pub1, 47, 1541457646449, 1541457646963
topic1, 10001, pub1, 57, 1541457646659, 1541457646977
topic6, 10002, pub1, 48, 1541457646468, 1541457647032
topic3, 10003, pub1, 49, 1541457646471, 1541457647094
topic2, 10003, pub1, 52, 1541457646508, 1541457647164
topic1, 10001, pub1, 59, 1541457646672, 1541457647177
topic5, 10002, pub1, 53, 1541457646552, 1541457647230
topic3, 10003, pub1, 54, 1541457646563, 1541457647295
topic4, 10001, pub1, 62, 1541457646731, 1541457647313
topic2, 10003, pub1, 56, 1541457646642, 1541457647362
topic4, 10001, pub1, 63, 1541457646785, 1541457647382
topic3, 10003, pub1, 58, 1541457646664, 1541457647433
topic1, 10001, pub1, 66, 1541457646807, 1541457647446
topic6, 10002, pub1, 60, 1541457646701, 1541457647496
topic1, 10001, pub1, 70, 1541457646872, 1541457647556
topic6, 10002, pub1, 61, 1541457646716, 1541457647562
topic4, 10001, pub1, 74, 1541457646901, 1541457647587
topic4, 10001, pub1, 76, 1541457646914, 1541457647610
topic1, 10001, pub1, 78, 1541457646962, 1541457647624
topic5, 10002, pub1, 64, 1541457646785, 1541457647632
topic1, 10001, pub1, 85, 1541457647055, 1541457647654
topic4, 10001, pub1, 86, 1541457647072, 1541457647670
topic1, 10001, pub1, 89, 1541457647090, 1541457647680
topic5, 10002, pub1, 65, 1541457646806, 1541457647698
topic4, 10001, pub1, 90, 1541457647114, 1541457647725
topic5, 10002, pub1, 67, 1541457646812, 1541457647831
topic6, 10002, pub1, 68, 1541457646831, 1541457647831
topic1, 10001, pub1, 94, 1541457647231, 1541457647833
topic4, 10001, pub1, 99, 1541457647262, 1541457647833
topic4, 10001, pub1, 103, 1541457647402, 1541457647833
topic1, 10001, pub1, 108, 1541457647482, 1541457647847
topic1, 10001, pub1, 109, 1541457647508, 1541457647863
topic3, 10003, pub1, 69, 1541457646842, 1541457647895
topic4, 10001, pub1, 116, 1541457647684, 1541457647926
topic4, 10001, pub1, 119, 1541457647783, 1541457647941
topic2, 10003, pub1, 71, 1541457646884, 1541457647961
topic1, 10001, pub1, 120, 1541457647792, 1541457647978
topic6, 10002, pub1, 72, 1541457646885, 1541457648029
topic4, 10001, pub1, 123, 1541457647921, 1541457648044
topic1, 10001, pub1, 128, 1541457647984, 1541457648080
topic2, 10003, pub1, 73, 1541457646901, 1541457648095
topic6, 10002, pub1, 75, 1541457646902, 1541457648161
topic1, 10001, pub1, 130, 1541457647999, 1541457648177
topic2, 10003, pub1, 77, 1541457646935, 1541457648229
topic1, 10001, pub1, 131, 1541457648021, 1541457648267
topic4, 10001, pub1, 132, 1541457648022, 1541457648292
topic5, 10002, pub1, 79, 1541457646998, 1541457648296
topic3, 10003, pub1, 80, 1541457647011, 1541457648363
topic1, 10001, pub1, 135, 1541457648072, 1541457648376
topic5, 10002, pub1, 81, 1541457647012, 1541457648430
topic6, 10002, pub1, 82, 1541457647038, 1541457648495
topic1, 10001, pub1, 140, 1541457648192, 1541457648545
topic2, 10003, pub1, 83, 1541457647044, 1541457648561
topic2, 10003, pub1, 84, 1541457647044, 1541457648629
topic4, 10001, pub1, 151, 1541457648325, 1541457648663
topic1, 10001, pub1, 152, 1541457648334, 1541457648667
topic5, 10002, pub1, 87, 1541457647080, 1541457648695
topic1, 10001, pub1, 154, 1541457648353, 1541457648712
topic4, 10001, pub1, 159, 1541457648387, 1541457648731
topic1, 10001, pub1, 160, 1541457648404, 1541457648739
topic6, 10002, pub1, 88, 1541457647086, 1541457648766
topic1, 10001, pub1, 163, 1541457648501, 1541457648777
topic2, 10003, pub1, 91, 1541457647120, 1541457648829
topic4, 10001, pub1, 166, 1541457648554, 1541457648852
topic4, 10001, pub1, 171, 1541457648697, 1541457648860
topic4, 10001, pub1, 174, 1541457648771, 1541457648893
topic6, 10002, pub1, 92, 1541457647152, 1541457648896
topic1, 10001, pub1, 175, 1541457648794, 1541457648910
topic6, 10002, pub1, 93, 1541457647224, 1541457648962
topic4, 10001, pub1, 177, 1541457648816, 1541457648990
topic1, 10001, pub1, 184, 1541457648930, 1541457649006
topic3, 10003, pub1, 95, 1541457647234, 1541457649030
topic4, 10001, pub1, 186, 1541457648993, 1541457649043
topic5, 10002, pub1, 96, 1541457647235, 1541457649095
topic4, 10001, pub1, 188, 1541457649040, 1541457649141
topic2, 10003, pub1, 97, 1541457647252, 1541457649161
topic1, 10001, pub1, 190, 1541457649046, 1541457649183
topic4, 10001, pub1, 196, 1541457649149, 1541457649212
topic3, 10003, pub1, 98, 1541457647254, 1541457649230
topic4, 10001, pub1, 198, 1541457649184, 1541457649244
topic5, 10002, pub1, 100, 1541457647324, 1541457649298
topic4, 10001, pub1, 201, 1541457649199, 1541457649312
topic5, 10002, pub1, 101, 1541457647349, 1541457649362
topic2, 10003, pub1, 102, 1541457647354, 1541457649431
topic4, 10001, pub1, 203, 1541457649212, 1541457649441
topic4, 10001, pub1, 207, 1541457649269, 1541457649459
topic6, 10002, pub1, 104, 1541457647432, 1541457649494
topic4, 10001, pub1, 210, 1541457649304, 1541457649510
topic4, 10001, pub1, 214, 1541457649344, 1541457649534
topic6, 10002, pub1, 105, 1541457647449, 1541457649562
topic1, 10001, pub1, 219, 1541457649474, 1541457649572
topic1, 10001, pub1, 221, 1541457649498, 1541457649587
topic3, 10003, pub1, 106, 1541457647475, 1541457649632
topic5, 10002, pub1, 110, 1541457647512, 1541457649695
topic1, 10001, pub1, 225, 1541457649663, 1541457649710
topic4, 10001, pub1, 227, 1541457649685, 1541457649726
topic6, 10002, pub1, 111, 1541457647520, 1541457649762
topic3, 10003, pub1, 112, 1541457647558, 1541457649828
topic1, 10001, pub1, 230, 1541457649739, 1541457649843
topic2, 10003, pub1, 113, 1541457647587, 1541457649895
topic3, 10003, pub1, 114, 1541457647595, 1541457649963
topic1, 10001, pub1, 233, 1541457649768, 1541457649978
topic1, 10001, pub1, 235, 1541457649782, 1541457650006
topic5, 10002, pub1, 115, 1541457647680, 1541457650028
topic4, 10001, pub1, 237, 1541457649817, 1541457650077
topic5, 10002, pub1, 117, 1541457647758, 1541457650097
topic4, 10001, pub1, 240, 1541457649864, 1541457650110
topic1, 10001, pub1, 242, 1541457649889, 1541457650115
topic6, 10002, pub1, 118, 1541457647765, 1541457650162
topic3, 10003, pub1, 121, 1541457647873, 1541457650231
topic4, 10001, pub1, 248, 1541457650052, 1541457650245
topic1, 10001, pub1, 252, 1541457650120, 1541457650270
topic4, 10001, pub1, 253, 1541457650144, 1541457650292
topic2, 10003, pub1, 122, 1541457647885, 1541457650295
topic4, 10001, pub1, 256, 1541457650189, 1541457650311
topic4, 10001, pub1, 261, 1541457650247, 1541457650341
topic4, 10001, pub1, 262, 1541457650300, 1541457650353
topic2, 10003, pub1, 124, 1541457647935, 1541457650361
topic2, 10003, pub1, 125, 1541457647953, 1541457650432
topic4, 10001, pub1, 265, 1541457650430, 1541457650434
topic4, 10001, pub1, 267, 1541457650454, 1541457650456
topic3, 10003, pub1, 126, 1541457647954, 1541457650496
topic4, 10001, pub1, 269, 1541457650465, 1541457650511
topic2, 10003, pub1, 127, 1541457647965, 1541457650562
topic1, 10001, pub1, 273, 1541457650511, 1541457650607
topic6, 10002, pub1, 129, 1541457647992, 1541457650631
topic1, 10001, pub1, 275, 1541457650566, 1541457650692
topic6, 10002, pub1, 133, 1541457648038, 1541457650699
topic4, 10001, pub1, 278, 1541457650601, 1541457650746
topic3, 10003, pub1, 134, 1541457648058, 1541457650765
topic4, 10001, pub1, 281, 1541457650662, 1541457650777
topic5, 10002, pub1, 136, 1541457648096, 1541457650832
topic4, 10001, pub1, 284, 1541457650724, 1541457650844
topic1, 10001, pub1, 286, 1541457650742, 1541457650874
topic3, 10003, pub1, 137, 1541457648098, 1541457650895
topic3, 10003, pub1, 138, 1541457648108, 1541457650964
topic4, 10001, pub1, 288, 1541457650773, 1541457650977
topic1, 10001, pub1, 289, 1541457650782, 1541457651027
topic5, 10002, pub1, 139, 1541457648164, 1541457651028
topic3, 10003, pub1, 141, 1541457648199, 1541457651095
topic1, 10001, pub1, 291, 1541457650834, 1541457651111
topic2, 10003, pub1, 142, 1541457648200, 1541457651163
topic4, 10001, pub1, 292, 1541457650844, 1541457651177
topic6, 10002, pub1, 143, 1541457648211, 1541457651230
topic1, 10001, pub1, 294, 1541457650880, 1541457651243
topic4, 10001, pub1, 296, 1541457650885, 1541457651290
topic3, 10003, pub1, 144, 1541457648247, 1541457651299
topic1, 10001, pub1, 297, 1541457650895, 1541457651305
topic1, 10001, pub1, 299, 1541457650928, 1541457651331
topic3, 10003, pub1, 145, 1541457648264, 1541457651362
topic4, 10001, pub1, 300, 1541457650941, 1541457651378
topic6, 10002, pub1, 146, 1541457648291, 1541457651429
topic1, 10001, pub1, 304, 1541457651005, 1541457651448
topic4, 10001, pub1, 305, 1541457651028, 1541457651491
topic3, 10003, pub1, 148, 1541457648312, 1541457651498
topic1, 10001, pub1, 306, 1541457651034, 1541457651504
topic4, 10001, pub1, 311, 1541457651067, 1541457651522
topic4, 10001, pub1, 313, 1541457651087, 1541457651536
topic6, 10002, pub1, 149, 1541457648312, 1541457651561
topic4, 10001, pub1, 316, 1541457651169, 1541457651576
topic1, 10001, pub1, 319, 1541457651209, 1541457651604
topic2, 10003, pub1, 150, 1541457648312, 1541457651631
topic1, 10001, pub1, 320, 1541457651226, 1541457651647
topic3, 10003, pub1, 153, 1541457648335, 1541457651702
topic1, 10001, pub1, 323, 1541457651305, 1541457651710
topic5, 10002, pub1, 155, 1541457648353, 1541457651764
topic1, 10001, pub1, 325, 1541457651312, 1541457651794
topic5, 10002, pub1, 156, 1541457648364, 1541457651831
topic4, 10001, pub1, 327, 1541457651344, 1541457651843
topic1, 10001, pub1, 329, 1541457651401, 1541457651845
topic2, 10003, pub1, 157, 1541457648364, 1541457651894
topic6, 10002, pub1, 158, 1541457648365, 1541457651964
topic4, 10001, pub1, 336, 1541457651540, 1541457652009
topic1, 10001, pub1, 339, 1541457651582, 1541457652025
topic2, 10003, pub1, 161, 1541457648453, 1541457652032
topic4, 10001, pub1, 341, 1541457651641, 1541457652065
topic6, 10002, pub1, 162, 1541457648480, 1541457652095
topic4, 10001, pub1, 343, 1541457651664, 1541457652111
topic6, 10002, pub1, 164, 1541457648521, 1541457652168
topic4, 10001, pub1, 347, 1541457651701, 1541457652202
topic1, 10001, pub1, 349, 1541457651752, 1541457652225
topic3, 10003, pub1, 165, 1541457648525, 1541457652228
topic2, 10003, pub1, 167, 1541457648563, 1541457652295
