pub1, topic6, 0, 1541457645681
pub1, topic5, 1, 1541457645697
pub1, topic3, 2, 1541457645724
pub1, topic6, 3, 1541457645725
pub1, topic5, 4, 1541457645733
pub1, topic1, 5, 1541457645736
pub1, topic3, 6, 1541457645739
pub1, topic5, 7, 1541457645754
pub1, topic3, 8, 1541457645805
pub1, topic5, 9, 1541457645808
pub1, topic6, 10, 1541457645812
pub1, topic6, 11, 1541457645858
pub1, topic5, 12, 1541457645912
pub1, topic2, 13, 1541457645922
pub1, topic5, 14, 1541457645936
pub1, topic3, 15, 1541457645939
pub1, topic4, 16, 1541457645982
pub1, topic5, 17, 1541457646022
pub1, topic5, 18, 1541457646034
pub1, topic1, 19, 1541457646051
pub1, topic4, 20, 1541457646052
pub1, topic6, 21, 1541457646057
pub1, topic1, 22, 1541457646073
pub1, topic6, 23, 1541457646085
pub1, topic4, 24, 1541457646106
pub1, topic1, 25, 1541457646117
pub1, topic2, 26, 1541457646124
pub1, topic5, 27, 1541457646148
pub1, topic6, 28, 1541457646154
pub1, topic5, 29, 1541457646222
pub1, topic4, 30, 1541457646224
pub1, topic6, 31, 1541457646232
pub1, topic5, 32, 1541457646232
pub1, topic2, 33, 1541457646242
pub1, topic1, 34, 1541457646321
pub1, topic5, 35, 1541457646322
pub1, topic3, 36, 1541457646323
pub1, topic6, 37, 1541457646332
pub1, topic3, 38, 1541457646342
pub1, topic6, 39, 1541457646350
pub1, topic4, 40, 1541457646358
pub1, topic2, 41, 1541457646367
pub1, topic6, 42, 1541457646367
pub1, topic3, 43, 1541457646381
pub1, topic3, 44, 1541457646400
pub1, topic1, 45, 1541457646408
pub1, topic5, 46, 1541457646448
pub1, topic6, 47, 1541457646449
pub1, topic6, 48, 1541457646468
pub1, topic3, 49, 1541457646471
pub1, topic1, 50, 1541457646475
pub1, topic1, 51, 1541457646506
pub1, topic2, 52, 1541457646508
pub1, topic5, 53, 1541457646552
pub1, topic3, 54, 1541457646563
pub1, topic1, 55, 1541457646563
pub1, topic2, 56, 1541457646642
pub1, topic1, 57, 1541457646659
pub1, topic3, 58, 1541457646664
pub1, topic1, 59, 1541457646672
pub1, topic6, 60, 1541457646701
pub1, topic6, 61, 1541457646716
pub1, topic4, 62, 1541457646731
pub1, topic4, 63, 1541457646785
pub1, topic5, 64, 1541457646785
pub1, topic5, 65, 1541457646806
pub1, topic1, 66, 1541457646807
pub1, topic5, 67, 1541457646812
pub1, topic6, 68, 1541457646831
pub1, topic3, 69, 1541457646842
pub1, topic1, 70, 1541457646872
pub1, topic2, 71, 1541457646884
pub1, topic6, 72, 1541457646885
pub1, topic2, 73, 1541457646901
pub1, topic4, 74, 1541457646901
pub1, topic6, 75, 1541457646902
pub1, topic4, 76, 1541457646914
pub1, topic2, 77, 1541457646935
pub1, topic1, 78, 1541457646962
