smoke, 10001, pub1, 0, 1544310267164, 1544310267209
smoke, 10001, pub1, 2, 1544310267190, 1544310267284
topic3, 10003, pub1, 4, 1544310267266, 1544310267345
topic3, 10003, pub1, 5, 1544310267268, 1544310267396
topic3, 10003, pub1, 6, 1544310267275, 1544310267411
topic1, 10002, pub1, 9, 1544310267317, 1544310267458
topic4, 10001, pub1, 10, 1544310267330, 1544310267476
topic3, 10003, pub1, 12, 1544310267386, 1544310267501
smoke, 10001, pub1, 14, 1544310267417, 1544310267550
topic3, 10003, pub1, 16, 1544310267480, 1544310267613
topic1, 10002, pub1, 17, 1544310267487, 1544310267647
topic3, 10003, pub1, 18, 1544310267499, 1544310267656
topic2, 10003, pub1, 19, 1544310267503, 1544310267716
topic4, 10001, pub1, 20, 1544310267511, 1544310267746
smoke, 10001, pub1, 21, 1544310267530, 1544310267789
topic4, 10001, pub1, 22, 1544310267540, 1544310267838
smoke, 10001, pub1, 23, 1544310267562, 1544310267861
water_pressure, 10002, pub1, 24, 1544310267568, 1544310267899
smoke, 10001, pub1, 26, 1544310267582, 1544310267942
topic4, 10001, pub1, 29, 1544310267669, 1544310268047
water_pressure, 10002, pub1, 30, 1544310267676, 1544310268071
topic2, 10003, pub1, 31, 1544310267680, 1544310268143
topic4, 10001, pub1, 32, 1544310267686, 1544310268189
topic4, 10001, pub1, 34, 1544310267765, 1544310268242
topic4, 10001, pub1, 35, 1544310267787, 1544310268278
topic1, 10002, pub1, 37, 1544310267801, 1544310268334
topic3, 10003, pub1, 39, 1544310267812, 1544310268377
topic1, 10002, pub1, 40, 1544310267840, 1544310268416
smoke, 10001, pub1, 41, 1544310267864, 1544310268429
topic4, 10001, pub1, 42, 1544310267874, 1544310268486
topic4, 10001, pub1, 43, 1544310267874, 1544310268507
topic2, 10003, pub1, 44, 1544310267927, 1544310268541
topic4, 10001, pub1, 46, 1544310267963, 1544310268606
topic2, 10003, pub1, 47, 1544310268021, 1544310268631
water_pressure, 10002, pub1, 50, 1544310268097, 1544310268686
topic2, 10003, pub1, 51, 1544310268098, 1544310268719
topic4, 10001, pub1, 52, 1544310268116, 1544310268733
water_pressure, 10002, pub1, 53, 1544310268161, 1544310268752
topic2, 10003, pub1, 56, 1544310268196, 1544310268824
topic2, 10003, pub1, 58, 1544310268208, 1544310268857
topic1, 10002, pub1, 60, 1544310268249, 1544310268904
smoke, 10001, pub1, 61, 1544310268251, 1544310268910
smoke, 10001, pub1, 63, 1544310268297, 1544310268943
topic3, 10003, pub1, 64, 1544310268298, 1544310268959
topic2, 10003, pub1, 67, 1544310268365, 1544310269013
topic3, 10003, pub1, 68, 1544310268379, 1544310269023
smoke, 10001, pub1, 69, 1544310268423, 1544310269037
topic2, 10003, pub1, 70, 1544310268443, 1544310269058
topic2, 10003, pub1, 71, 1544310268453, 1544310269087
smoke, 10001, pub1, 72, 1544310268453, 1544310269093
topic4, 10001, pub1, 73, 1544310268467, 1544310269115
smoke, 10001, pub1, 74, 1544310268476, 1544310269123
smoke, 10001, pub1, 75, 1544310268488, 1544310269144
water_pressure, 10002, pub1, 76, 1544310268488, 1544310269157
topic2, 10003, pub1, 77, 1544310268488, 1544310269182
smoke, 10001, pub1, 78, 1544310268553, 1544310269186
topic2, 10003, pub1, 79, 1544310268582, 1544310269221
topic4, 10001, pub1, 80, 1544310268610, 1544310269245
topic3, 10003, pub1, 82, 1544310268637, 1544310269252
water_pressure, 10002, pub1, 83, 1544310268653, 1544310269272
topic4, 10001, pub1, 84, 1544310268667, 1544310269301
smoke, 10001, pub1, 85, 1544310268685, 1544310269307
smoke, 10001, pub1, 86, 1544310268717, 1544310269325
topic2, 10003, pub1, 87, 1544310268736, 1544310269357
water_pressure, 10002, pub1, 88, 1544310268737, 1544310269363
topic2, 10003, pub1, 91, 1544310268798, 1544310269418
topic4, 10001, pub1, 92, 1544310268817, 1544310269425
topic4, 10001, pub1, 94, 1544310268847, 1544310269445
water_pressure, 10002, pub1, 95, 1544310268862, 1544310269453
topic4, 10001, pub1, 96, 1544310268882, 1544310269468
topic3, 10003, pub1, 97, 1544310268921, 1544310269489
topic4, 10001, pub1, 98, 1544310268929, 1544310269501
smoke, 10001, pub1, 99, 1544310269011, 1544310269503
water_pressure, 10002, pub1, 101, 1544310269068, 1544310269648
smoke, 10001, pub1, 100, 1544310269046, 1544310269650
topic4, 10001, pub1, 102, 1544310269073, 1544310269650
topic4, 10001, pub1, 103, 1544310269091, 1544310269650
topic4, 10001, pub1, 104, 1544310269096, 1544310269650
smoke, 10001, pub1, 106, 1544310269136, 1544310269650
topic4, 10001, pub1, 107, 1544310269147, 1544310269651
topic1, 10002, pub1, 108, 1544310269151, 1544310269696
water_pressure, 10002, pub1, 111, 1544310269242, 1544310269763
topic4, 10001, pub1, 112, 1544310269256, 1544310269781
water_pressure, 10002, pub1, 114, 1544310269311, 1544310269803
