sub0, topic1, 10005, 2.72389723059, 5, 0.462679647477, 17903, 9677, 65.6769660019
sub0, topic2, 10006, 1.61559323669, 6, 0.539964216998, 18048, 8523, 144.959051977
sub0, topic0, 10001, 6.93151287361, 2, 0.143833318723, 17831, 15344, 9.23201251303
sub0, topic5, 10002, 3.84053157935, 4, 0.372411512533, 18017, 11338, 33.8880754983
sub0, topic6, 10007, 0.397374823487, 7, 0.606132690398, 18094, 7253, 378.284985523
sub0, topic3, 10004, 3.69637800868, 4, 0.372411512533, 17938, 11289, 31.4055275047
sub0, topic4, 10003, 3.82451583481, 4, 0.372411512533, 17958, 11250, 30.7223111111
sub1, topic1, 10002, 6.95021696241, 2, 0.143833318723, 17903, 15420, 9.19059662776
sub1, topic2, 10001, 8.33721667432, 2, 0.143833318723, 18048, 15510, 11.9301740812
sub1, topic0, 10003, 4.70414851137, 3, 0.266978613871, 17831, 13112, 18.7043166565
sub1, topic5, 10006, 1.21067060424, 6, 0.539964216998, 18017, 8462, 145.291538643
sub1, topic6, 10005, 1.29069642155, 6, 0.539964216998, 18094, 8528, 140.183982176
sub1, topic3, 10004, 1.38228176267, 6, 0.539964216998, 17938, 8321, 141.892921524
sub1, topic4, 10007, 1.10453936578, 6, 0.539964216998, 17958, 8365, 144.400956366
sub2, topic1, 10004, 3.46453274867, 4, 0.372411512533, 17903, 11242, 35.6808397082
sub2, topic2, 10003, 7.3064574608, 2, 0.143833318723, 18048, 15550, 12.4106752412
sub2, topic0, 10001, 11.1969594259, 1, 0.0, 17831, 17831, 4.44624530312
sub2, topic5, 10002, 10.229320506, 2, 0.143833318723, 18017, 15558, 10.8112867978
sub2, topic6, 10006, 0.47606361352, 7, 0.606132690398, 18094, 7142, 375.353962475
sub2, topic3, 10007, 0.187721770662, 7, 0.606132690398, 17938, 7285, 379.198078243
sub2, topic4, 10005, 2.79553882932, 5, 0.462679647477, 17958, 9655, 68.463697566
sub3, topic1, 10005, 5.3608237603, 3, 0.266978613871, 17903, 13231, 16.3401103469
sub3, topic2, 10001, 10.9314340005, 1, 0.0, 18048, 18048, 3.86796320922
sub3, topic0, 10003, 8.19478580342, 2, 0.143833318723, 17831, 15293, 9.42313476754
sub3, topic5, 10004, 5.92396314205, 3, 0.266978613871, 18017, 13365, 20.6917321362
sub3, topic6, 10006, 3.78497433383, 4, 0.372411512533, 18094, 11319, 34.7704744235
sub3, topic3, 10002, 9.77131617777, 2, 0.143833318723, 17938, 15428, 7.19425719471
sub3, topic4, 10007, 1.14349645376, 6, 0.539964216998, 17958, 8403, 146.189813162
sub4, topic1, 10001, 10.6053389742, 2, 0.143833318723, 17903, 15338, 7.25048898161
sub4, topic2, 10004, 5.32600197059, 3, 0.266978613871, 18048, 13398, 21.1730108971
sub4, topic0, 10003, 5.61063147041, 3, 0.266978613871, 17831, 13243, 15.7092048629
sub4, topic5, 10006, 3.05366242981, 4, 0.372411512533, 18017, 11299, 39.098858306
sub4, topic6, 10002, 7.52802181813, 2, 0.143833318723, 18094, 15518, 10.0108261374
sub4, topic3, 10005, 3.86328905077, 4, 0.372411512533, 17938, 11211, 29.5888859156
sub4, topic4, 10007, 2.580139671, 5, 0.462679647477, 17958, 9694, 60.9322261192
sub5, topic1, 10004, 3.06945405722, 4, 0.372411512533, 17903, 11138, 33.6775902316
sub5, topic2, 10002, 13.6657669934, 1, 0.0, 18048, 18048, 6.59956781915
sub5, topic0, 10005, 2.98941119737, 5, 0.462679647477, 17831, 9558, 67.9251935551
sub5, topic5, 10007, 1.11075093405, 6, 0.539964216998, 18017, 8407, 139.724039491
sub5, topic6, 10003, 5.07274199951, 3, 0.266978613871, 18094, 13359, 16.4795269107
sub5, topic3, 10006, 1.58894188303, 6, 0.539964216998, 17938, 8434, 136.143229784
sub5, topic4, 10001, 15.6382558132, 1, 0.0, 17958, 17958, 3.61621561421
sub6, topic1, 10003, 3.45098447208, 4, 0.372411512533, 17903, 11275, 33.0772505543
sub6, topic2, 10007, 0.989853437314, 7, 0.606132690398, 18048, 7203, 386.234207969
sub6, topic0, 10006, 2.05239853919, 5, 0.462679647477, 17831, 9549, 73.1037805006
sub6, topic5, 10004, 3.22368051577, 4, 0.372411512533, 18017, 11392, 36.6015625
sub6, topic6, 10005, 3.02002750118, 4, 0.372411512533, 18094, 11372, 29.7896588111
sub6, topic3, 10001, 4.19465107857, 3, 0.266978613871, 17938, 13272, 13.6677968656
sub6, topic4, 10002, 3.91831305798, 4, 0.372411512533, 17958, 11392, 32.4252984551
sub7, topic1, 10004, 1.93473234306, 5, 0.462679647477, 17903, 9789, 70.0437225457
